"species_id";"species"
"1493744";"Spergularia purpurea (Pers.) G.Don"
"1361781";"Sonchus palustris L."
"1392241";"Alchemilla pentaphyllea L."
"1358918";"Sideritis montana L."
"1357474";"Cheirolophus sempervirens (L.) Pomel"
"1388834";"Sibthorpia africana L."
"1396146";"Arenaria hispida L."
"1356952";"Silene apetala Willd."
"1742100";"Takhtajaniantha austriaca (Willd.) Zaika, Sukhor. & N.Kilian"
"1359853";"Callitriche obtusangula Le Gall"
"1394446";"Pedicularis rosea Wulfen"
"1452062";"Suaeda vermiculata Forssk. ex J.F.Gmel."
"1397697";"Centaurea iberica Trevir. ex Spreng."
"1744837";"Senecio crassissimus Humbert"
"1361605";"Fritillaria lusitanica Wikstr."
"1396334";"Solenopsis minuta (L.) C.Presl"
"1396168";"Selaginella kraussiana (Kunze) A.Braun"
"1399744";"Scrophularia grandiflora DC."
"1563807";"Sideritis stachydioides Willk."
"1361153";"Alopecurus arundinaceus Poir."
"1684024";"Salix gmelinii Pall."
"1493646";"Silene sennenii Pau"
"1357043";"Silene scabriflora Brot."
"1356657";"Echium gaditanum Boiss."
"1396119";"Scrophularia alpestris J.Gay ex Benth."
"1356992";"Silene fuscata Link ex Brot."
"1458738";"Seseli bocconei Guss."
"1396317";"Sisyrinchium rosulatum E.P.Bicknell"
"1400080";"Adonis pyrenaica DC."
"1425584";"Setaria viridis (L.) P.Beauv."
"1357021";"Silene muscipula L."
"1363420";"Tragus racemosus (L.) All."
"1362497";"Silene rubella L."
"1396260";"Sideritis fruticulosa Pourr."
"1356281";"Senecio glaucus L."
"1396193";"Senecio grandiflorus P.J.Bergius"
"1658994";"Potamogeton × fluitans Roth"
"1356981";"Silene cretica L."
"1396715";"Tephroseris balbisiana (DC.) Holub"
"1396288";"Silene nemoralis Waldst. & Kit."
"1394871";"Potentilla pyrenaica Ramond ex DC."
"1357459";"Myriophyllum verticillatum L."
"1398226";"Biscutella lima Rchb."
"1396290";"Silene nodulosa Viv."
"1741833";"Dichodon viscidum (M.Bieb.) Holub"
"1529402";"Sempervivum minutum (Kunze ex Willk.) Nyman ex Pau"
"1392085";"Erodium rodiei (Braun-Blanq.) Poirion"
"1396160";"Sedum monregalense Balb."
"1359022";"Teucrium spinosum L."
"1493730";"Spergularia diandra (Guss.) Heldr."
"1493737";"Spergularia macrorrhiza (Req. ex Loisel.) Heynh."
"1360722";"Eryngium tricuspidatum L."
"1458338";"Peucedanum austriacum (Jacq.) W.D.J.Koch"
"1393310";"Isoetes boryana Durieu"
"1737446";"Sporobolus × townsendii (H.Groves & J.Groves) P.M.Peterson & Saarela"
"1357904";"Sonchus pustulatus Willk."
"1513498";"Leontodon farinosus Merino & Pau"
"1563735";"Sideritis glauca Cav."
"1689240";"Scrophularia arguta Aiton"
"1495481";"Helianthemum squamatum (L.) Dum.Cours."
"1721312";"Silene baccifera (L.) Durande"
"1357849";"Scorzonera angustifolia L."
"1744233";"Apteranthes munbyana (Decne.) Meve & Liede"
"1396333";"Solenopsis laurentia (L.) C.Presl"
"1396277";"Silene borderei Jord."
"1673008";"Galium cometerhizon Lapeyr."
"1563734";"Sideritis glacialis Boiss."
"1432734";"Hieracium stelligerum Froel."
"1397496";"Sesleria insularis Sommier"
"1355928";"Taraxacum besarabicum (Hornem.) Hand.-Mazz."
"1396558";"Taraxacum croceiflorum Dahlst."
"1362496";"Sideritis leucantha Cav."
"1356217";"Vitis vinifera L."
"1356951";"Silene andryalifolia Pomel"
"1399464";"Allium cyrilli Ten."
"1362055";"Solanum herculeum Bohs"
"1356575";"Vinca major L."
"1358969";"Teucrium chamaedrys L."
"1422166";"Wisteria sinensis (Sims) DC."
"1397521";"Veronica chamaedrys L."
"1397552";"Ulmus glabra Huds."
"1397402";"Hippocrepis emerus (L.) Lassen"
"1363674";"Vicia narbonensis L."
"1356200";"Urtica dioica L."
"1361743";"Viburnum opulus L."
"1397518";"Valeriana dioica L."
"1357951";"Tyrimnus leucographus (L.) Cass."
"1364059";"Verbascum thapsus L."
"1397399";"Helleborus viridis L."
"1364063";"Veronica arvensis L."
"1361900";"Viscum album L."
"1359517";"Trifolium pratense L."
"1743971";"Silene acutifolia Link ex Rohrb."
"1359548";"Ulex parviflorus Pourr."
"1356792";"Viburnum lantana L."
"1359497";"Trifolium hybridum L."
"1397110";"Vicia sepium L."
"1355898";"Xanthium strumarium L."
"1356075";"Tradescantia fluminensis Vell."
"1360595";"Thymelaea hirsuta (L.) Endl."
"1363886";"Thlaspi arvense L."
"1358986";"Teucrium fruticans L."
"1397185";"Viola reichenbachiana Jord. ex Boreau"
"1374114";"Zinnia elegans Jacq."
"1397520";"Verbascum nigrum L."
"1356211";"Verbena rigida Spreng."
"1397299";"Abies alba Mill."
"1497667";"Tradescantia sillamontana Matuda"
"1357950";"Tussilago farfara L."
"1391424";"Cotyledon orbiculata L."
"1356793";"Viburnum tinus L."
"1396621";"Taraxacum mattmarkense Soest"
"1391455";"Crepis mollis (Jacq.) Asch."
"1360231";"Reseda alba L."
"1363676";"Vicia faba L."
"1397243";"Yucca filamentosa L."
"1356337";"Adiantum capillus-veneris L."
"1396955";"Urospermum dalechampii (L.) Scop. ex F.W.Schmidt"
"1364167";"Tragopogon dubius Scop."
"1360566";"Solanum dulcamara L."
"1398435";"Alchemilla mollis (Buser) Rothm."
"1722520";"Valeriana rubra L."
"1396754";"Thesium alpinum L."
"1397522";"Veronica spicata L."
"1392129";"Erythronium dens-canis L."
"1396750";"Thalictrum tuberosum L."
"1396802";"Tilia platyphyllos Scop."
"1390706";"Cardamine trifolia L."
"1398449";"Astrantia major L."
"1363906";"Brassica rapa L."
"1392757";"Heracleum sibiricum L."
"1356361";"Asplenium trichomanes L."
"1393522";"Leymus arenarius (L.) Hochst."
"1356214";"Viola arvensis Murray"
"1418509";"Crassula arborescens (Mill.) Willd."
"1359575";"Vicia sativa L."
"1722516";"Valeriana locusta L."
"1358968";"Teucrium capitatum L."
"1397503";"Stachys palustris L."
"1369309";"Vinca minor L."
"1396883";"Tripleurospermum maritimum (L.) W.D.J.Koch"
"1396842";"Trifolium alpestre L."
"1525142";"Tripleurospermum inodorum (L.) Sch.Bip."
"1363671";"Vicia hirsuta (L.) Gray"
"1395639";"Rudbeckia laciniata L."
"1356574";"Vinca difformis Pourr."
"1741754";"Pulsatilla alpina (L.) Delarbre"
"1361801";"Vaccinium myrtillus L."
"1359981";"Veronica polita Fr."
"1359531";"Trifolium uniflorum L."
"1360542";"Verbascum sinuatum L."
"1393002";"Hieracium maculatum Schrank"
"1359020";"Teucrium scorodonia L."
"1396760";"Thuja occidentalis L."
"1360539";"Verbascum pulverulentum Vill."
"1396733";"Thalictrum alpinum L."
"1397142";"Viola elatior Fr."
"1359537";"Trigonella esculenta Willd."
"1356208";"Vitex agnus-castus L."
"1361604";"Triglochin palustris L."
"1359486";"Trifolium aureum Pollich"
"1397516";"Trollius europaeus L."
"1359579";"Vicia tetrasperma (L.) Schreb."
"1358113";"Allium triquetrum L."
"1359758";"Paeonia mascula (L.) Mill."
"1397056";"Veronica longifolia L."
"1396835";"Traunsteinera globosa (L.) Rchb."
"1363680";"Trigonella foenum-graecum L."
"1396843";"Trifolium alpinum L."
"1364028";"Ipomoea batatas (L.) Lam."
"1364168";"Tragopogon porrifolius L."
"1360531";"Verbascum lychnitis L."
"1396803";"Tilia tomentosa Moench"
"1396820";"Tozzia alpina L."
"1744077";"Trigonella maritima Delile"
"1359581";"Vicia villosa Roth"
"1355941";"Reichardia tingitana (L.) Roth"
"1362940";"Caroxylon vermiculatum (L.) Akhani & Roalson"
"1396879";"Trigonella gladiata Steven ex M.Bieb."
"1359498";"Trifolium incarnatum L."
"1359510";"Trifolium ochroleucon Huds."
"1363006";"Vitis riparia Michx."
"1359979";"Veronica montana L."
"1396792";"Thymus pulegioides L."
"1396758";"Thesium linophyllon L."
"1396472";"Arnica montana L."
"1359138";"Astragalus monspessulanus L."
"1357630";"Helichrysum stoechas (L.) Moench"
"1743107";"Valeriana angustifolia Mill."
"1362973";"Veronica acinifolia L."
"1359547";"Ulex minor Roth"
"1363212";"Torilis arvensis (Huds.) Link"
"1396713";"Telekia speciosa (Schreb.) Baumg."
"1397519";"Verbascum chaixii Vill."
"1392393";"Gagea bohemica (Zauschn.) Schult. & Schult.f."
"1397515";"Trinia glauca (L.) Dumort."
"1396984";"Valeriana tripteris L."
"1419294";"Thymus mastichina (L.) L."
"1397137";"Viola cornuta L."
"1363838";"Heliotropium curassavicum L."
"1397045";"Veronica aphylla L."
"1392591";"Geranium palustre L."
"1359545";"Tripodion tetraphyllum (L.) Fourr."
"1361626";"Tulipa sylvestris L."
"1397042";"Veronica allionii Vill."
"1364066";"Veronica serpyllifolia L."
"1397514";"Trifolium medium L."
"1397038";"Verbesina alternifolia (L.) Britton ex Kearney"
"1396971";"Vaccinium vitis-idaea L."
"1361446";"Trisetaria panicea (Lam.) Paunero"
"1363485";"Triticum monococcum L."
"1360476";"Saxifraga granulata L."
"1738961";"Taraxacum perincisum (Rigo ex Murr) Murr"
"1738679";"Trocdaris verticillata (L.) Raf."
"1396902";"Trochiscanthes nodiflora (All.) W.D.J.Koch"
"1397129";"Viola calcarata L."
"1362650";"Xerochrysum bracteatum (Vent.) Tzvelev"
"1360814";"Tordylium apulum L."
"1363739";"Trifolium nigrescens Viv."
"1397225";"Washingtonia robusta H.Wendl."
"1360874";"Viola palustris L."
"1360271";"Ziziphus jujuba Mill."
"1397039";"Verbesina encelioides (Cav.) Benth. & Hook.f. ex A.Gray"
"1722441";"Thinopyrum junceum (L.) Á.Löve"
"1364058";"Verbascum virgatum Stokes"
"1363735";"Trifolium alexandrinum L."
"1396812";"Tordylium maximum L."
"1396951";"Ulmus laevis Pall."
"1397251";"Zinnia haageana Regel"
"1358492";"Drosophyllum lusitanicum (L.) Link"
"1722506";"Trichocereus macrogonus (Salm-Dyck) Riccob."
"1396806";"Tofieldia calyculata (L.) Wahlenb."
"1389394";"Thymus longiflorus Boiss."
"1397103";"Vicia orobus DC."
"1356333";"Tribulus terrestris L."
"1363339";"Typha latifolia L."
"1362745";"Teucrium pyrenaicum L."
"1357176";"Tuberaria guttata (L.) Fourr."
"1422615";"Vachellia karroo (Hayne) Banfi & Galasso"
"1410190";"Yucca gigantea Lem."
"1359588";"Utricularia minor L."
"1396976";"Valeriana montana L."
"1363896";"Sisymbrium irio L."
"1398789";"Tragopogon castellanus Levier"
"1391345";"Corallorhiza trifida Châtel."
"1495504";"Tuberaria lignosa (Sweet) Samp."
"1362499";"Taraxacum erythrospermum Andrz. ex Besser"
"1392737";"Heliosperma pusillum (Waldst. & Kit.) Rchb."
"1356180";"Withania somnifera (L.) Dunal"
"1361850";"Trifolium rubens L."
"1397074";"Veronica teucrium L."
"1364061";"Veronica agrestis L."
"1397551";"Trifolium badium Schreb."
"1359029";"Thymbra capitata (L.) Cav."
"1738658";"Petrosedum forsterianum (Sm.) Grulich"
"1417798";"Coleostephus myconis (L.) Rchb.f."
"1396858";"Trifolium pallescens Schreb."
"1396980";"Valeriana pyrenaica L."
"1357934";"Tolpis barbata (L.) Gaertn."
"1359508";"Trifolium montanum L."
"1379585";"Wigandia urens (Ruiz & Pav.) Kunth"
"1357574";"Filago arvensis L."
"1396838";"Trichophorum cespitosum (L.) Hartm."
"1482309";"Turritis brassica Leers"
"1363941";"Hibiscus trionum L."
"1360127";"Rumex bucephalophorus L."
"1741669";"Vicia lens (L.) Coss. & Germ."
"1359987";"Veronica triphyllos L."
"1364062";"Veronica anagallis-aquatica L."
"1359565";"Vicia lutea L."
"1359051";"Thymus zygis L."
"1359521";"Trifolium scabrum L."
"1391480";"Cryptogramma crispa (L.) R.Br."
"1738619";"Hesperocyparis lusitanica (Mill.) Bartel"
"1722705";"Zygophyllum creticum (L.) Christenh. & Byng"
"1397510";"Thesium pyrenaicum Pourr."
"1397135";"Viola collina Besser"
"1397043";"Veronica alpina L."
"1396956";"Urospermum picroides (L.) Scop. ex F.W.Schmidt"
"1396969";"Vaccinium oxycoccos L."
"1355897";"Xanthium spinosum L."
"1361721";"Typha angustifolia L."
"1422538";"Gymnosporia senegalensis (Lam.) Loes."
"1397065";"Veronica ponae Gouan"
"1361878";"Veronica scutellata L."
"1743348";"Valeriana graciliflora (Fisch. & C.A.Mey.) Byng & Christenh."
"1397208";"Viscaria alpina (L.) G.Don"
"1359006";"Teucrium montanum L."
"1452750";"Allium subvillosum Salzm. ex Schult. & Schult.f."
"1359570";"Vicia parviflora Cav."
"1360831";"Urtica pilulifera L."
"1363675";"Vicia pannonica Crantz"
"1361969";"Watsonia meriana (L.) Mill."
"1363670";"Vicia benghalensis L."
"1392718";"Helianthus decapetalus L."
"1722703";"Valeriana eriocarpa (Desv.) Christenh. & Byng"
"1358963";"Teucrium botrys L."
"1359523";"Trifolium spumosum L."
"1694379";"Typha × glauca Godr."
"1398822";"Thymus carnosus Boiss."
"1397509";"Teucrium aureum Schreb."
"1359205";"Genista cinerea (Vill.) DC."
"1397123";"Viola biflora L."
"1397227";"Willemetia stipitata (Jacq.) Dalla Torre"
"1393618";"Logfia gallica (L.) Coss. & Germ."
"1396940";"Typha laxmannii Lepech."
"1396941";"Typha minima Funck"
"1396943";"Typha shuttleworthii W.D.J.Koch & Sond."
"1397100";"Vicia melanops Sm."
"1397131";"Viola cenisia L."
"1356589";"Aristolochia sempervirens L."
"1361786";"Xanthium orientale L."
"1396716";"Tephroseris helenitis (L.) B.Nord."
"1396718";"Tephroseris longifolia (Jacq.) Griseb. & Schenk"
"1397517";"Ulex gallii Planch."
"1396717";"Tephroseris integrifolia (L.) Holub"
"1363337";"Typha domingensis Pers."
"1360808";"Thapsia garganica L."
"1396826";"Tragopogon angustifolius Bellardi ex Willd."
"1398815";"Thymus camphoratus Hoffmanns. & Link"
"1722340";"Thelypteris limbosperma (All.) H.P.Fuchs"
"1359988";"Veronica verna L."
"1395445";"Rubus condensatus P.J.Müll."
"1392723";"Helianthus strumosus L."
"1396780";"Thymus herba-barona Loisel."
"1392682";"Hakea sericea Schrad. & J.C.Wendl."
"1358504";"Erica australis L."
"1359526";"Trifolium striatum L."
"1396769";"Thymelaea tinctoria (Pourr.) Endl."
"1360169";"Delphinium halteratum Sm."
"1722519";"Valeriana dentata (L.) All."
"1357673";"Klasea pinnatifida (Cav.) Talavera"
"1397050";"Veronica fruticulosa L."
"1359518";"Trifolium purpureum Loisel."
"1394571";"Pilosella caespitosa (Dumort.) P.D.Sell & C.West"
"1396958";"Urtica atrovirens Req. ex Loisel."
"1361833";"Thymus piperella L."
"1744076";"Thapsia meoides (Desf.) Guss."
"1397094";"Vicia incana Gouan"
"1397213";"Vitis rupestris Scheele"
"1695710";"Urtica membranacea Poir. ex Savigny"
"1359723";"Orobanche densiflora Salzm. ex Bertol."
"1360840";"Valeriana apula Pourr."
"1382119";"Utricularia intermedia Hayne"
"1363055";"Helictochloa marginata (Lowe) Romero Zarco"
"1564560";"Thymus granatensis Boiss."
"1397234";"Woodsia ilvensis (L.) R.Br."
"1358426";"Sisymbrella aspera (L.) Spach"
"1697232";"Viola demetria Prolongo ex Boiss."
"1396974";"Valeriana celtica L."
"1722517";"Valeriana coronata (L.) Mill."
"1393879";"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase"
"1396857";"Trifolium occidentale Coombe"
"1743969";"Valeriana cornucopiae L."
"1356324";"Verbena supina L."
"1396622";"Taraxacum mediterraneum Soest"
"1743383";"Thymelaea tarton-raira (L.) All."
"1397070";"Veronica repens Clarion ex DC."
"1397407";"Hypericum hyssopifolium Chaix"
"1389835";"Tripidium ravennae (L.) H.Scholz"
"1366028";"Utricularia subulata L."
"1397059";"Veronica nummularia Gouan"
"1359502";"Trifolium lappaceum L."
"1743258";"Valeriana echinata L."
"1362385";"Thesium humifusum DC."
"1397158";"Viola lactea Sm."
"1397524";"Viola rupestris F.W.Schmidt"
"1396982";"Valeriana saliunca All."
"1482315";"Vella lucentina M.B.Crespo"
"1358443";"Vella pseudocytisus L."
"1357964";"Xeranthemum inapertum (L.) Mill."
"1495503";"Tuberaria globulariifolia (Lam.) Willk."
"1744166";"Washingtonia filifera (Rafarin) H.Wendl. ex de Bary"
"1360435";"Theligonum cynocrambe L."
"1396640";"Taraxacum palustre (Lyons) Symons"
"1359520";"Trifolium retusum L."
"1664742";"Thalictrum maritimum Dufour"
"1397231";"Woodsia alpina (Bolton) Gray"
"1356794";"Arenaria aggregata (L.) Loisel."
"1359572";"Vicia peregrina L."
"1363738";"Trifolium glomeratum L."
"1397046";"Veronica bellidioides L."
"1356129";"Teucrium scordium L."
"1397193";"Viola suavis M.Bieb."
"1361169";"Antinoria agrostidea (DC.) Parl."
"1396663";"Taraxacum pyrenaicum Reut."
"1667197";"Crataegus coccinea L."
"1362697";"Xeranthemum cylindraceum Sm."
"1357085";"Telephium imperati L."
"1397106";"Vicia pyrenaica Pourr."
"1359549";"Vicia altissima Desf."
"1393617";"Lobelia dortmanna L."
"1396726";"Teucrium dunense Sennen"
"1396869";"Trifolium thalii Vill."
"1363499";"Paspalum vaginatum Sw."
"1357672";"Klasea nudicaulis (L.) Fourr."
"1363741";"Trifolium suffocatum L."
"1425722";"Trifolium physodes Steven ex M.Bieb."
"1743743";"Thapsia nestleri (Soy.-Will.) Wojew., Banasiak, Reduron & Spalik"
"1359036";"Thymus caespititius Brot."
"1362387";"Thymelaea pubescens (L.) Meisn."
"1389728";"Verbena incompta P.W.Michael"
"1397086";"Vicia cusnae Foggi & Ricceri"
"1418612";"Carex firma Host"
"1397060";"Veronica opaca Fr."
"1722697";"Hemionitis tinaei (Tod.) Christenh."
"1396765";"Thymelaea passerina (L.) Coss. & Germ."
"1737486";"Viola × scabra F.Braun"
"1396711";"Teesdalia coronopifolia (J.P.Bergeret) Thell."
"1392762";"Herniaria ciliolata Melderis"
"1397064";"Veronica panormitana Tineo ex Guss."
"1396764";"Thymelaea dioica (Gouan) All."
"1397149";"Viola hispida Lam."
"1361130";"Wolffia arrhiza (L.) Horkel ex Wimm."
"1359039";"Thymus hyemalis Lange"
"1697191";"Viola cazorlensis Gand."
"1397140";"Viola diversifolia (DC.) W.Becker"
"1397150";"Viola hymettia Boiss. & Heldr."
"1397156";"Viola jordanii Hanry"
"1359524";"Trifolium squamosum L."
"1396767";"Thymelaea sanamunda All."
"1397553";"Viola bertolonii Pio"
"1655003";"Setaria faberi R.A.W.Herrm."
"1397184";"Viola pumila Chaix"
"1362220";"Centaurea acaulis L."
"1356500";"Blitum virgatum L."
"1397523";"Viola corsica Nyman"
"1742112";"Veronica satureiifolia Poit. & Turpin"
"1743378";"Vicia lentoides (Ten.) Coss. & Germ."
"1397181";"Viola pinnata L."
"1359888";"Kickxia lanigera (Desf.) Hand.-Mazz."
"1359054";"Ziziphora hispanica L."
"1397223";"Wahlenbergia lobelioides (L.f.) Link"
"1363672";"Vicia ervilia (L.) Willd."
"1743959";"Thapsia tenuifolia Lag."
"1744638";"Thapsia scabra (Cav.) Simonsen, Rønsted, Weitzel & Spalik"
"1360678";"Daucus aureus Desf."
"1360810";"Thapsia transtagana Brot."
"1741621";"Thliphthisa purpurea (L.) P.Caputo & Del Guacchio"
"1358142";"Umbilicus heylandianus Webb & Berthel."
"1390776";"Carex brachystachys Schrank"
"1396124";"Scrophularia oblongifolia Loisel."
"1363359";"Zannichellia palustris L."
"1360876";"Viola parvula Tineo"
"1744344";"Thapsia asclepium L."
"1356821";"Cerastium comatum Desv."
"1394641";"Antennaria carpatica (Wahlenb.) Bluff & Fingerh."
"1390466";"Thymelaea velutina (Pourr. ex Cambess.) Endl."
"1564296";"Teucrium compactum Clemente ex Lag."
"1510328";"Hieracium cryptanthum Arv.-Touv. & Marcailhou"
"1524939";"Tragopogon orientalis L."
"1394664";"Anthemis tomentosa L."
"1363742";"Trifolium squarrosum L."
"1742572";"Trifolium sylvaticum Gérard"
"1448185";"Carpobrotus aequilaterus (Haw.) N.E.Br."
"1390226";"Taraxacum fasciatum Dahlst."
"1359506";"Trifolium micranthum Viv."
"1737483";"Viscaria vulgaris Röhl."
"1396854";"Trifolium leucanthum M.Bieb."
"1359487";"Trifolium bocconei Savi"
"1517486";"Pilosella castellana (Boiss. & Reut.) F.W.Schultz & Sch.Bip."
"1564630";"Thymus moroderi Pau ex Martínez"
"1564502";"Thymus capitellatus Hoffmanns. & Link"
"1390468";"Thymelaea coridifolia (Lam.) Endl."
"1743230";"Thinopyrum elongatum (Host) D.R.Dewey"
"1744204";"Thinopyrum curvifolium (Lange) D.R.Dewey"
"1743962";"Thapsia gummifera (Desf.) Spreng."
"1743961";"Thapsia foetida L."
"1396287";"Silene mutabilis L."
"1564415";"Teucrium ronnigeri Sennen"
"1564301";"Teucrium cossonii D.Wood"
"1357072";"Spergularia nicaeensis Sarato ex Burnat"
"1393044";"Hieracium nobile Gren. & Godr."
"1394065";"Ophioglossum azoricum C.Presl"
"1563754";"Sideritis lasiantha Juss. ex Pers."
"1389929";"Helictochloa versicolor (Vill.) Romero Zarco"
"1356752";"Campanula rapunculus L."
"1396785";"Thymus nitens Lamotte"
"1393525";"Ligustrum lucidum W.T.Aiton"
"1741560";"Thymus alpestris (Čelak.) Tausch ex A.Kern."
"1363972";"Ranunculus muricatus L."
"1396762";"Thymelaea calycina (Lapeyr.) Meisn."
"1393219";"Hyacinthoides non-scripta (L.) Chouard ex Rothm."
"1389396";"Teucrium thymifolium Schreb."
"1358335";"Iberis sempervirens L."
"1361824";"Lavandula angustifolia Mill."
"1358710";"Hypericum tetrapterum Fr."
"1362327";"Knautia arvensis (L.) Coult."
"1355977";"Euphorbia paralias L."
"1397422";"Larix decidua Mill."
"1357962";"Volutaria tubuliflora (Murb.) Sennen"
"1389228";"Graptopetalum paraguayense (N.E.Br.) E.Walther"
"1400122";"Berberis aquifolium Pursh"
"1358347";"Lepidium draba L."
"1397542";"Primula farinosa L."
"1743352";"Rhaphiolepis bibas (Lour.) Galasso & Banfi"
"1363483";"Triticum aestivum L."
"1393275";"Impatiens glandulifera Royle"
"1393513";"Leucanthemum vulgare Lam."
"1355871";"Hypochaeris glabra L."
"1358766";"Lavandula stoechas L."
"1391103";"Chaenomeles japonica (Thunb.) Lindl. ex Spach"
"1356781";"Humulus lupulus L."
"1361926";"Scabiosa columbaria L."
